Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,month,day_of_week,is_late,is_early,on_time,weight_per_unit,delay_severity,ai_efficiency_score,ai_recommendation
1447257238.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,1044,112.6,2013-05,Sunday,0,1,0,0.1079,On time,0.664,High efficiency
1447368958.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,447,32.9,2013-05,Sunday,0,1,0,0.0736,On time,0.6174,Monitor
1447308590.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,328,13.36,2013-05,Sunday,0,1,0,0.0407,On time,0.5701,Monitor
1447398478.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,973,106.88,2013-05,Sunday,0,1,0,0.1098,On time,0.662,High efficiency
1447377315.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,1179,129.14,2013-05,Sunday,0,1,0,0.1095,On time,0.6678,High efficiency
1447365992.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,814,74.25,2013-05,Sunday,0,1,0,0.0912,On time,0.654,Monitor
1447223050.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,1464,171.22,2013-05,Sunday,0,1,0,0.117,On time,0.6789,High efficiency
1447260685.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,347,6.18,2013-05,Sunday,0,1,0,0.0178,On time,0.5845,Monitor
1447299201.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,771,77.25,2013-05,Sunday,0,1,0,0.1002,On time,0.651,Monitor
1447330060.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,469,27.9,2013-05,Sunday,0,1,0,0.0595,On time,0.6207,Monitor
1447260669.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,382,15.45,2013-05,Sunday,0,1,0,0.0404,On time,0.6004,Monitor
1447157118.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,507,43.17,2013-05,Sunday,0,1,0,0.0851,On time,0.6272,Monitor
1447205081.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,419,16.45,2013-05,Sunday,0,1,0,0.0393,On time,0.6109,Monitor
1447398411.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,452,33.9,2013-05,Sunday,0,1,0,0.075,On time,0.6183,Monitor
1447257237.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,486,24.72,2013-05,Sunday,0,1,0,0.0509,On time,0.6236,Monitor
1447241002.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,729,60.8,2013-05,Sunday,0,1,0,0.0834,On time,0.6477,Monitor
1447398480.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,366,19.54,2013-05,Sunday,0,1,0,0.0534,On time,0.5933,Monitor
1447398419.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,539,43.26,2013-05,Sunday,0,1,0,0.0803,On time,0.6314,Monitor
1447308591.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,304,9.27,2013-05,Sunday,0,1,0,0.0305,On time,0.5537,Monitor
1447241004.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,544,46.35,2013-05,Sunday,0,1,0,0.0852,On time,0.6319,Monitor
1447191287.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,679,65.8,2013-05,Sunday,0,1,0,0.0969,On time,0.6442,Monitor
1447232830.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,868,101.7,2013-05,Sunday,0,1,0,0.1172,On time,0.6573,Monitor
1447377316.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,672,66.8,2013-05,Sunday,0,1,0,0.0994,On time,0.6436,Monitor
1447211551.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,890,84.7,2013-05,Sunday,0,1,0,0.0952,On time,0.6582,Monitor
1447257265.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,801,78.34,2013-05,Sunday,0,1,0,0.0978,On time,0.6533,Monitor
1447365978.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,605,46.35,2013-05,Sunday,0,1,0,0.0766,On time,0.6374,Monitor
1447299202.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,897,89.7,2013-05,Sunday,0,1,0,0.1,On time,0.6585,Monitor
1447257424.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,840,83.4,2013-05,Sunday,0,1,0,0.0993,On time,0.6561,Monitor
1447260632.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,631,50.68,2013-05,Sunday,0,1,0,0.0803,On time,0.64,Monitor
1447296447.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1287,15.4,2013-05,Sunday,0,1,0,0.012,On time,0.6734,High efficiency
1447363576.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3308,48.2,2013-05,Sunday,0,1,0,0.0146,On time,0.6971,High efficiency
1447320236.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2233,31.26,2013-05,Sunday,0,1,0,0.014,On time,0.6867,High efficiency
1447202430.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1276,16.4,2013-05,Sunday,0,1,0,0.0129,On time,0.6721,High efficiency
1447211552.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1325,14.4,2013-05,Sunday,0,1,0,0.0109,On time,0.6763,High efficiency
1447219351.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,735,7.7,2013-05,Sunday,0,1,0,0.0105,On time,0.6482,Monitor
1447320234.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1294,16.4,2013-05,Sunday,0,1,0,0.0127,On time,0.674,High efficiency
1447158019.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,696,6.16,2013-05,Sunday,0,1,0,0.0089,On time,0.6456,Monitor
1447260608.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3333,42.2,2013-05,Sunday,0,1,0,0.0127,On time,0.6976,High efficiency
1447158013.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2928,38.04,2013-05,Sunday,0,1,0,0.013,On time,0.6947,High efficiency
1447191274.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1279,14.4,2013-05,Sunday,0,1,0,0.0113,On time,0.6726,High efficiency
1447170785.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1320,16.4,2013-05,Sunday,0,1,0,0.0124,On time,0.6759,High efficiency
1447138896.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,2285,32.8,2013-05,Sunday,0,1,0,0.0144,On time,0.6894,High efficiency
1447240998.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1819,23.1,2013-05,Sunday,0,1,0,0.0127,On time,0.6825,High efficiency
1447320233.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,339,1.54,2013-05,Sunday,0,1,0,0.0045,On time,0.5797,Monitor
1447351441.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,4302,66.6,2013-05,Sunday,0,1,0,0.0155,On time,0.7014,High efficiency
1447381679.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3322,42.2,2013-05,Sunday,0,1,0,0.0127,On time,0.6974,High efficiency
1447178727.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,781,7.7,2013-05,Sunday,0,1,0,0.0099,On time,0.6517,Monitor
1447398416.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3266,43.2,2013-05,Sunday,0,1,0,0.0132,On time,0.6962,High efficiency
1447191279.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2716,457.16,2013-05,Sunday,0,1,0,0.1683,On time,0.6929,High efficiency
1447308638.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,1498,245.08,2013-05,Sunday,0,1,0,0.1636,On time,0.6794,High efficiency
1447155060.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,617,54.52,2013-05,Sunday,0,1,0,0.0884,On time,0.6388,Monitor
1447155062.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,898,113.04,2013-05,Sunday,0,1,0,0.1259,On time,0.6586,Monitor
1447260618.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,555,56.52,2013-05,Sunday,0,1,0,0.1018,On time,0.6329,Monitor
1447398414.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,4377,820.44,2013-05,Sunday,0,1,0,0.1874,On time,0.7019,High efficiency
1447191290.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,540,60.52,2013-05,Sunday,0,1,0,0.1121,On time,0.6315,Monitor
1447202233.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,887,121.04,2013-05,Sunday,0,1,0,0.1365,On time,0.658,Monitor
1447260619.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,1803,302.6,2013-05,Sunday,0,1,0,0.1678,On time,0.6822,High efficiency
1447143191.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,936,144.88,2013-05,Sunday,0,1,0,0.1548,On time,0.6605,High efficiency
1447241007.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2040,368.12,2013-05,Sunday,0,1,0,0.1805,On time,0.685,High efficiency
1447155058.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3003,498.67999999999995,2013-05,Sunday,0,1,0,0.1661,On time,0.695,High efficiency
1447232833.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2095,384.12,2013-05,Sunday,0,1,0,0.1834,On time,0.686,High efficiency
1447178729.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2034,337.12,2013-05,Sunday,0,1,0,0.1657,On time,0.6849,High efficiency
1447308637.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,973,136.88,2013-05,Sunday,0,1,0,0.1407,On time,0.662,High efficiency
1447143210.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,529,37.68,2013-05,Sunday,0,1,0,0.0712,On time,0.6302,Monitor
1447254053.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2992,525.68,2013-05,Sunday,0,1,0,0.1757,On time,0.695,High efficiency
1447170786.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2066,369.12,2013-05,Sunday,0,1,0,0.1787,On time,0.6854,High efficiency
1447219266.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3914,644.24,2013-05,Sunday,0,1,0,0.1646,On time,0.6992,High efficiency
1447296451.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1222,164.56,2013-05,Sunday,0,1,0,0.1347,On time,0.6685,High efficiency
1447232835.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3876,717.24,2013-05,Sunday,0,1,0,0.185,On time,0.699,High efficiency
1447138894.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2079,345.12,2013-05,Sunday,0,1,0,0.166,On time,0.6856,High efficiency
1447178730.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1136,184.56,2013-05,Sunday,0,1,0,0.1625,On time,0.6664,High efficiency
1447138904.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,3931,777.24,2013-05,Sunday,0,1,0,0.1977,On time,0.6993,High efficiency
1447211522.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2393,434.64,2013-05,Sunday,0,1,0,0.1816,On time,0.6917,High efficiency
1447364331.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1655,257.76,2013-05,Sunday,0,1,0,0.1557,On time,0.6807,High efficiency
1447260625.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2078,345.12,2013-05,Sunday,0,1,0,0.1661,On time,0.6856,High efficiency
1447398417.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,946,148.88,2013-05,Sunday,0,1,0,0.1574,On time,0.6609,High efficiency
1447308587.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2120,335.12,2013-05,Sunday,0,1,0,0.1581,On time,0.6863,High efficiency
1447202439.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,1230,195.56,2013-05,Sunday,0,1,0,0.159,On time,0.6687,High efficiency
1447351442.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2115,344.12,2013-05,Sunday,0,1,0,0.1627,On time,0.6862,High efficiency
1447158020.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2045,346.12,2013-05,Sunday,0,1,0,0.1693,On time,0.6851,High efficiency
1447316597.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,935,134.88,2013-05,Sunday,0,1,0,0.1443,On time,0.6605,High efficiency
1447155063.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2943,540.68,2013-05,Sunday,0,1,0,0.1837,On time,0.6948,High efficiency
1447329978.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2936,567.68,2013-05,Sunday,0,1,0,0.1934,On time,0.6947,High efficiency
1447191277.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2985,484.67999999999995,2013-05,Sunday,0,1,0,0.1624,On time,0.6949,High efficiency
1447373138.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2938,521.68,2013-05,Sunday,0,1,0,0.1776,On time,0.6947,High efficiency
1447363981.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,716,83.36,2013-05,Sunday,0,1,0,0.1164,On time,0.6467,Monitor
1447211523.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,4464,813.28,2013-05,Sunday,0,1,0,0.1822,On time,0.7021,High efficiency
1447202438.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2109,331.12,2013-05,Sunday,0,1,0,0.157,On time,0.6861,High efficiency
1447241229.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2978,504.67999999999995,2013-05,Sunday,0,1,0,0.1695,On time,0.6949,High efficiency
1447143196.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,PORT09,2100,333.12,2013-05,Sunday,0,1,0,0.1586,On time,0.686,High efficiency
1447158021.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2066,341.12,2013-05,Sunday,0,1,0,0.1651,On time,0.6854,High efficiency
1447170789.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2972,508.67999999999995,2013-05,Sunday,0,1,0,0.1712,On time,0.6949,High efficiency
1447254058.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2069,348.12,2013-05,Sunday,0,1,0,0.1683,On time,0.6855,High efficiency
1447316596.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2233,404.8,2013-05,Sunday,0,1,0,0.1813,On time,0.6867,High efficiency
1447381635.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,PORT09,2088,353.12,2013-05,Sunday,0,1,0,0.1691,On time,0.6859,High efficiency
1447178728.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2665,417.92,2013-05,Sunday,0,1,0,0.1568,On time,0.6926,High efficiency
1447202432.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1961,308.36,2013-05,Sunday,0,1,0,0.1572,On time,0.6843,High efficiency
1447138902.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2974,524.1600000000001,2013-05,Sunday,0,1,0,0.1762,On time,0.6949,High efficiency
1447296448.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2322,397.6,2013-05,Sunday,0,1,0,0.1712,On time,0.691,High efficiency
1447296450.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,950,132.56,2013-05,Sunday,0,1,0,0.1395,On time,0.661,High efficiency
1447358735.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1942,292.36,2013-05,Sunday,0,1,0,0.1505,On time,0.684,High efficiency
1447202424.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,352,19.08,2013-05,Sunday,0,1,0,0.0542,On time,0.5871,Monitor
1447143195.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,1208,176.72,2013-05,Sunday,0,1,0,0.1463,On time,0.6681,High efficiency
1447202192.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2117,293.44,2013-05,Sunday,0,1,0,0.1386,On time,0.6863,High efficiency
1447211521.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,2087,341.44,2013-05,Sunday,0,1,0,0.1636,On time,0.6858,High efficiency
1447158024.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3927,608.88,2013-05,Sunday,0,1,0,0.155,On time,0.6992,High efficiency
1447352431.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,4090,641.04,2013-05,Sunday,0,1,0,0.1567,On time,0.6996,High efficiency
1447155057.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3851,704.88,2013-05,Sunday,0,1,0,0.183,On time,0.6989,High efficiency
1447170793.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3927,619.88,2013-05,Sunday,0,1,0,0.1579,On time,0.6992,High efficiency
1447191282.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,PORT09,3845,676.88,2013-05,Sunday,0,1,0,0.176,On time,0.6989,High efficiency
1447306622.7,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699333,PLANT03,PORT09,1529,3.00825142725,2013-05,Sunday,0,0,1,0.002,On time,0.3863,Monitor
1447306541.7,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,1495,2.653359698893519,2013-05,Sunday,0,0,1,0.0018,On time,0.3858,Monitor
1447392840.7,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,PORT09,899,1.3266798494467595,2013-05,Sunday,0,0,1,0.0015,On time,0.3651,Monitor
